Date,^GSPC,0,5,10,15,20,25,30,35,40
2016-01-25,-0.015761545,-0.0112493541,-0.0111395847,-0.01512809,-0.015697049,-0.017087549,-0.0168780666,0.0046070833,-0.019553341,-0.0172032416
2016-01-26,0.0140452379,0.0086357454,0.0113899205,0.01321851,0.0129258409,0.0134336185,0.0133720487,0.0152476411,0.0138690118,0.0140286479
2016-01-27,-0.0109229225,-0.0049439389,-0.0024219267,-0.0042623458,-0.0065617673,-0.005483279,-0.0055700205,-0.0056477152,-0.0065411776,-0.0064372038
2016-01-28,0.0055133506,0.0090938946,0.0073329695,0.0037256246,0.0049536955,0.0034840964,0.0014237165,-0.0086292047,-0.0012087654,-0.0014557997
2016-01-29,0.0244586511,0.024119189,0.0191379264,0.01321851,0.01844896,0.0209660716,0.0265822895,0.0280304309,0.0274012815,0.0213364512
2016-02-01,-0.0004433347,-0.0004324708,0.0003735628,0.0025538513,0.0018451679,0.0028739478,0.0010529906,0.0027097445,0.0004741065,0.0006216103
2016-02-02,-0.0189209689,-0.0094391461,-0.0169678163,-0.0147492932,-0.0141126607,-0.0136308223,-0.0033739042,-0.0161560774,-0.0196970962,-0.0189906657
2016-02-03,0.00497962,0.0107282456,0.011713936,0.0132185081,0.0162599999,0.0126681058,0.0085132867,0.0096022915,0.0100938808,0.0162934884
2016-02-04,0.0015255684,0.0044963248,0.0131259169,0.0070211017,0.0055178255,0.0060260296,0.0022772402,0.0033753794,0.0035989881,0.0026958911
2016-02-05,-0.0186541581,-0.0024972502,-0.0071966648,-0.0106759155,-0.013756739,-0.0170752592,-0.0175374914,-0.0164725408,-0.0227480773,-0.0157141127
2016-02-08,-0.0142550582,-0.0054812618,-0.0066498183,-0.0182724893,-0.0133086499,-0.0233789608,-0.0264913812,-0.0192679241,-0.0263122041,-0.0208982714
2016-02-09,-0.0006638404,0.0099402703,0.0042632576,0.0044116285,0.0026991889,0.0029839482,0.0038556159,0.0056128595,-0.0008486211,0.0018826062
2016-02-10,-0.0001889684,0.004779825,0.0018248018,0.0011216812,0.0021903515,0.0017136876,0.0016774721,0.0048031639,0.0014578979,0.0032143788
2016-02-11,-0.0123774472,-0.0093946289,-0.0103137027,-0.0121780215,-0.0081054121,-0.0117278434,-0.0105775986,-0.0098457932,-0.0100737642,-0.016136881
2016-02-12,0.0193300151,0.0201558396,0.0188381299,0.0132185128,0.01844896,0.0152384378,0.0180181339,0.0224669594,0.020128848,0.0186519027
2016-02-16,0.0163817379,0.0110977264,0.015599465,0.0253645722,0.0184489544,0.0251638629,0.0203519836,0.0198524129,0.0171374101,0.0207128637
2016-02-17,0.0163461105,0.0138749769,0.015634587,0.01321851,0.0184489544,0.0152384378,0.0176074244,0.0186603945,0.0161130633,0.0194495916
2016-02-18,-0.004676632,0.0007397719,-0.001571795,-0.0007762713,-0.0035952684,-0.0032557808,-0.0051891487,-0.0038909577,-0.0029961579,-0.0036169896
2016-02-19,-2.60334080879E-05,0.001928743,-0.0029773861,-0.0026599439,-0.0028276369,-0.0016971547,-0.003544759,-0.0029668901,-0.0028850846,-0.0010614339
2016-02-22,0.0143507313,0.0075779334,0.0130553637,0.01321851,0.0184489544,0.0248655789,0.0156695507,0.0180480387,0.0149188731,0.017236745
2016-02-23,-0.0125325773,-0.0037151128,-0.0104761496,-0.0117904255,-0.0114514939,-0.0121146813,-0.0096437261,-0.0099270102,-0.0123317931,-0.0091686295
2016-02-24,0.0044299599,0.0018964317,0.0046382248,0.01321851,0.0062762359,0.0100280968,0.0041157492,0.0034491066,0.0029504225,0.0018879967
2016-02-25,0.0112843666,0.0110583855,0.0083469814,0.0087627862,0.0090800859,0.0090415943,0.0123972557,0.0133950617,0.0130330492,0.0107311383
2016-02-26,-0.0018718652,-0.0061801299,-0.0033691861,-0.0031397706,-0.0022947732,-0.001647912,-0.0006321557,0.000296114,0.0025477316,0.0006105276
2016-02-29,-0.0081541314,-0.0088334959,-0.0091495384,-0.0090282904,-0.0061386693,-0.0058904402,-0.0116098281,-0.0037960205,-0.0045247059,-0.0102206757
2016-03-01,0.0235883859,0.0203807577,0.0195221566,0.01321851,0.0184489544,0.0152384378,0.0167620778,0.0181351397,0.0193246994,0.0180115886
2016-03-02,0.0040859496,0.0018861257,0.0108349556,0.01321851,0.0087765055,0.017329827,0.0134235509,0.0115195233,0.012121791,0.0123837357
2016-03-03,0.0034926342,0.0022760425,0.006721436,0.01321851,0.0018750131,-0.0008131508,0.0042088181,0.0064115766,0.0061102267,0.0032236679
2016-03-04,0.00330044,0.0013425872,0.0076355357,0.0132185081,0.0048492877,0.0071336627,0.0060987659,0.0056362841,0.0069846418,0.0063894149
2016-03-07,0.000884623,-0.0024779607,-0.0078969803,-0.0020012278,-0.0035565048,-0.0037846584,-0.0014922097,0.0009266641,0.0008868314,0.0001601549
2016-03-08,-0.0113037561,-0.001858972,-0.0132043343,-0.0160364658,-0.0131947789,-0.0156048499,-0.0152148437,-0.0147840325,-0.0222473741,-0.0157575719
2016-03-09,0.0050396728,0.00657776,0.0069455439,0.0063207597,0.0076818606,0.0064258985,0.0061911047,0.0071149562,0.0055190083,0.0059729358
2016-03-10,0.0001557925,0.0013733171,0.0011086501,0.0014570411,-0.0018826816,-0.0039347876,-0.0034203082,-0.0037145782,-0.0023264978,-0.0019171657
2016-03-11,0.0162625455,0.0150921578,0.0120498594,0.01321851,0.0184489563,0.0160681419,0.0168173909,0.0183114316,0.0177608449,0.0168984272
2016-03-14,-0.0012617682,0.0001896992,0.0001133122,-0.0012729624,0.0006259289,0.0006482806,-0.0011193119,-0.0010355376,0.0010873266,0.000103794
2016-03-15,-0.001838631,0.0058773383,0.0002229605,-0.0032911906,-0.0043081213,-0.0037039034,-0.0069416575,-0.0071997754,-0.0061317962,-0.0063019721
2016-03-16,0.0055847279,0.0015818477,0.0073971767,0.0038949531,0.0036170185,0.0064434018,0.0058593936,0.007636046,0.0082606729,0.0081521757
2016-03-17,0.006573583,0.0116900448,0.0138978362,0.0123084858,0.0092800073,0.0095571764,0.0052792802,0.0057946946,0.0036435332,0.0055215247
2016-03-18,0.0043959671,0.0029532313,0.002477631,0.0045762612,0.0042536538,0.0055792928,0.0054069497,0.0056685377,0.0053366777,0.0038815988
2016-03-21,0.0009850921,-0.0009777918,-0.003311161,-0.0001504049,-0.0007822681,-0.0007377807,-0.0045262706,-0.0015860759,-0.0039592665,-0.0022246102
2016-03-22,-0.000877773,-0.0045663267,-0.0059720892,-0.0029316051,-0.0037392918,-0.0039376598,-0.0033102967,-0.0022956114,-0.0023043677,-0.0017953115
2016-03-23,-0.0064065096,0.0009364262,-0.0090351347,-0.0135691548,-0.0104669929,-0.0133082047,-0.009672435,-0.010540735,-0.0121983597,-0.0104795797
2016-03-24,-0.000378142,0.0031783693,0.0028630234,0.0027109347,0.0009255242,-0.0002011321,0.0008501597,0.0016106907,0.0016225595,0.00256678
2016-03-28,0.0005451072,0.0044903606,0.0029875319,0.0008997424,-0.0007202476,-0.0028603319,-0.0025317371,-0.002261851,0.000334952,-0.0012587775
2016-03-29,0.0087780121,0.0079523437,0.0064819213,0.0070508961,0.0079747103,0.007143151,0.0088553131,0.010407554,0.0086048599,0.0083715376
2016-03-30,0.0043408798,0.0039417259,0.0004202835,0.0002853479,0.0015474092,0.000459142,0.0015372708,0.0023976322,0.0023246929,0.0035118116
2016-03-31,-0.0020418424,-0.0020116773,-0.0027067475,-0.0014135474,2.60006636381E-05,0.0001246687,0.0010324679,0.0017743707,0.0017011557,0.0020586671
2016-04-01,0.006310959,0.0111314263,0.0035776515,0.0084744664,0.0067901723,0.0061482042,0.002897732,0.0032840092,0.0044140313,0.0034512905
2016-04-04,-0.0032134798,-0.0035368092,-0.0113924723,-0.003976603,-0.0077487342,-0.0090685077,-0.0093420167,-0.0087479781,-0.0104129761,-0.0085821422
2016-04-05,-0.0101962985,-0.0071753841,-0.0064387023,-0.008536757,-0.0095753092,-0.0100884177,-0.0090833548,-0.0098884869,-0.0068845581,-0.0087118829
2016-04-06,0.0104527979,0.0069533829,0.0045824945,0.0130026145,0.0107921362,0.0120511446,0.0124499649,0.0134676304,0.0118583869,0.0157108288
2016-04-07,-0.012048074,-0.0062039383,-0.0062178243,-0.0081362175,-0.0071886089,-0.0096937567,-0.0083983727,-0.0039139353,-0.0098862033,-0.0091825342
2016-04-08,0.0027827029,0.0076091625,0.0060298918,0.0056311036,0.0055483179,0.0047247522,0.0046309084,0.0063678119,0.0052442197,0.0064805634
2016-04-11,-0.0027435462,-0.0015097503,-2.15452164412E-05,-0.0028383741,-0.0025606286,-0.0013004653,-0.0011330508,-0.0056839995,-0.0029961579,-0.0062362729
2016-04-12,0.0096157541,0.0081199016,0.0136034973,0.0132185081,0.0076082628,0.0047053955,0.0165136419,0.009211259,0.0098043252,0.0079299724
2016-04-13,0.0099900697,0.0030747447,0.0040645357,0.0064952797,0.0075715324,0.0086543392,0.0070770867,0.008406749,0.0082739349,0.0076681618
2016-04-14,0.0001729122,-0.0030570105,-0.0053465143,-0.0057652136,-0.0047945958,-0.0056794062,-0.0033710729,-0.0012865458,-0.0017206576,-0.0013931179
2016-04-15,-0.0009847697,0.0049035866,0.0049549304,0.0021909317,0.0007336959,0.0005621742,0.000354372,0.0010996275,0.0008985568,0.0002255151
2016-04-18,0.0065197259,0.0088256663,0.0039562341,0.0063205659,0.0084296744,0.0068706088,0.0090080462,0.0092164483,0.0095171463,0.0086790696
2016-04-19,0.0030797379,0.0011601187,0.0002215542,0.00837305,0.0026433319,-0.0043608434,-0.0002593994,-0.0013430435,0.0063487981,0.0007825242
2016-04-20,0.0007612548,-0.0042133536,-0.00368491,-0.0023959558,-0.0021705404,-0.0035629291,-0.0023069605,-0.0028838161,-0.0041730776,-0.0030458728
2016-04-21,-0.0052075629,-0.0177206453,-0.0212156344,-0.0171725415,-0.0145788994,-0.0127077326,-0.0108174942,-0.0067138635,-0.0112954574,-0.0095001133
2016-04-22,4.78587439003E-05,0.0052890144,0.0045848712,0.01321851,0.0044067819,0.0026310924,0.0068275928,0.0083555784,0.0087780301,0.0057728002
2016-04-25,-0.0018136896,0.002779074,-0.0042806715,-0.0038005514,-0.0045513064,-0.0047948472,-0.0082633626,-0.0069547556,-0.0049769264,-0.0063143959
2016-04-26,0.0018710001,0.0012177043,-0.0004224721,0.002444692,0.002645215,0.0018951297,0.0033965595,0.0041648019,0.0033203978,0.0029844278
2016-04-27,0.001647994,-0.0033387262,0.0032933634,0.0132185118,0.0025956929,0.0012420006,-0.0007329807,0.0017968509,0.0034070499,0.002485889
2016-04-28,-0.0092736357,0.0087030949,0.0039334577,0.0027360907,0.0008872729,0.0003771968,-0.005898701,-0.0044288896,-0.0029961579,-0.0051457463
2016-04-29,-0.0050759493,0.0031052604,0.0068407729,-0.0016844934,-0.0019594561,9.79565083981E-05,-0.0042598471,-0.0052848477,-0.0029961579,-0.0064293286
2016-05-02,0.0077796068,0.013089383,0.0110075874,0.0078363605,0.0068101147,0.0065513495,0.0062493533,0.0070121642,0.0072449278,0.0073216483
2016-05-03,-0.0087144997,-0.0009852909,-0.0097197909,-0.0088631464,-0.0042810906,-0.0057473835,-0.0050557535,-0.0009457786,-0.0068716388,-0.0075314576
2016-05-04,-0.0059545827,0.0025475584,-0.0023329966,-0.0029423377,-0.0038526058,-0.0051392503,-0.0062925927,-0.0053918902,-0.0051639341,-0.0046222294
2016-05-05,-0.0002390365,0.0097631291,0.003272811,0.0066938996,0.0078312727,0.006029021,0.0042342879,0.004105499,0.001072295,0.0022966526
2016-05-06,0.0031696107,0.0066783372,0.0094388705,0.0053090779,0.0029676324,0.0034555793,-0.0086156614,0.0387959555,-0.0029961579,-0.0045931125
2016-05-09,0.0007532129,0.0049783308,-0.0040515941,-0.0017542783,0.0021085665,0.0009178054,-0.0033162683,0.00064159,-0.0013269894,-0.00097128
2016-05-10,0.0124063656,0.0119618252,0.0139471665,0.01321851,0.0125477323,0.010561442,0.0114694536,0.0131329577,0.0121416356,0.0104968119
2016-05-11,-0.009607523,-0.0073743332,-0.0061976239,-0.0091391327,-0.0093889255,-0.0109989494,-0.006598236,-0.010737922,-0.0065814424,-0.0126288338
2016-05-12,-0.0001694795,0.009759469,0.0029303208,0.0007004486,0.0008894354,-0.0005942248,0.0002593212,0.0003550947,-0.0023297146,0.0007185265
2016-05-13,-0.0085144341,-0.0069022384,-0.0120712686,-0.0105751762,-0.008315051,-0.0077869035,-0.0071673337,-0.0072664618,-0.0076589417,-0.0085066417
2016-05-16,0.0097489765,0.0050531384,0.0069231233,0.0060535651,0.0072477311,0.0073814262,0.0078773834,0.0096927565,0.0061248448,0.0104799978
2016-05-17,-0.0094558635,-0.0103582684,-0.0087966435,-0.0091715055,-0.0077266488,-0.008523263,-0.0080378111,-0.0048691388,-0.0063097961,-0.0070795612
2016-05-18,0.0002051577,0.0034627672,-0.001374742,-6.22542575002E-05,-0.0021697637,-0.0029483605,-0.0036274251,-0.0016919095,-0.0010975488,-0.0015911777
2016-05-19,-0.0037135946,-0.0016975608,0.0001694169,-0.0008155042,-0.000720188,-0.0010840371,-0.0032434277,-0.0020685196,-0.0029961579,-0.0031733857
2016-05-20,0.0060014591,0.0002585109,-0.001549257,0.0034333048,0.006152058,0.0085984319,0.0076679774,0.0079653692,0.0094921533,0.006022674
2016-05-23,-0.0020876364,0.0039311182,0.0020091515,0.0053212326,0.0032751681,0.0022670627,0.0016399287,0.0019972213,0.0023244042,0.0013314728
2016-05-24,0.0135886378,0.0116279703,0.0120638683,0.01321851,0.0103562502,0.0094385855,0.0093807876,0.0113584083,0.0114064012,0.0114027206
2016-05-25,0.0069505294,8.30292701721E-05,0.0040279515,0.010343859,0.0024406742,0.0030460618,0.0023837127,0.0039331075,0.0051072072,0.0051909182
2016-05-26,-0.0002104659,0.0015766062,-0.0007070005,0.0006861072,-0.000257602,-0.0007915013,-0.001665581,0.0001796726,-0.0003522728,-0.0006898306
2016-05-27,0.004277695,0.0053950194,0.0024155267,0.0042330567,0.004526386,0.0048688799,0.0035414398,0.004695924,0.0040912107,0.004296991
2016-05-31,-0.0010057689,-0.0022899453,-0.0024445988,0.0002842387,0.0006801356,0.0014245994,0.0013853125,0.0030378718,0.0036929082,0.0007978342
2016-06-01,0.0011343987,0.0076322649,0.0027548652,0.0053682281,0.004159837,0.0039787162,0.0057004727,0.0069188047,0.0071205962,0.0048309099
2016-06-02,0.0028206963,0.0060021281,0.0034845378,0.0045933211,0.0044725845,0.0040230919,0.0056277998,0.0077216011,0.006580716,0.0075682695
2016-06-03,-0.0029160623,0.0005773399,-0.0004239045,-0.001551399,-0.0021003969,-0.0021688771,-0.0013615005,-0.0007769112,0.0002046134,-0.0004474353
2016-06-06,0.0048853284,0.0012648162,0.0051585212,0.0132185081,0.0040873885,0.0048058853,0.0027258582,0.0057913419,0.0078809094,0.0051350063
2016-06-07,0.0012886158,0.0014712252,4.11197543144E-05,9.89250838757E-05,0.0003654361,-0.0010170005,-0.0025550108,0.0002955981,0.0012563113,-0.0004741466
2016-06-08,0.0033041018,0.0023774821,0.0011727437,0.0002998197,0.0006654877,-0.0001051854,0.0006334633,0.0014186893,0.0015307907,0.0020581717
2016-06-09,-0.0017192357,0.0006853491,-0.0028207656,-0.0034200354,-0.0036209729,-0.0040721241,-0.00295645,-0.000604568,0.0004448295,-0.0045403158
2016-06-10,-0.0092175324,-0.0034111571,-0.0103846453,-0.0102384007,-0.010669237,-0.010623645,-0.0159911979,-0.009090621,-0.0135528538,-0.0134105207
2016-06-13,-0.0081482984,-0.0041923951,-0.0058627073,-0.0054406142,-0.0060581211,-0.0070088021,-0.0069944914,-0.0067099389,-0.0087882299,-0.0065201046
2016-06-14,-0.0018005054,0.0014510695,-0.0008020867,0.0002891645,0.0004990324,-0.0003624912,-0.000638634,0.0006049238,0.0026472639,0.0001440309
2016-06-15,-0.0018424089,-0.0002467483,0.0008721892,0.0010966612,-0.0003179405,-0.000993425,-0.000370536,-0.0008523669,-0.0015091449,-0.0004126029
2016-06-16,0.003128093,0.0096418392,0.0061104987,0.0046598082,0.0048118783,0.0033314582,0.0019312575,0.0006510131,0.0019313842,0.0005935477
2016-06-17,-0.0032632839,-0.0064057391,-0.0043904446,-0.0051349057,-0.0042689368,-0.0034889001,-0.0040218793,-0.0023208354,-0.0023952201,-0.0019196346
2016-06-20,0.0057913826,0.0055047125,0.0037789792,0.0043386649,0.0033966796,0.0014061909,0.0051352978,0.006513318,0.0066243839,0.0062704687
2016-06-21,0.0027083904,0.0057727229,0.0024642944,0.0033673551,0.0020306259,0.0007024221,0.000637535,0.0021987334,0.0025356151,0.0022638077
2016-06-22,-0.0016529289,0.0022712741,-0.0015913621,-0.0005201306,0.0002359897,0.0005876813,-0.0007360131,0.0008739736,0.0005814675,-0.0008709216
2016-06-23,0.013275567,0.0132407648,0.0118151335,0.01321851,0.0153669622,0.0152384378,0.0136280395,0.0153490026,0.0146187413,0.01183456
2016-06-24,-0.0365807927,-0.0279249903,-0.0345103368,-0.033507973,-0.0315988064,-0.0315934531,-0.0326377451,-0.028737139,-0.0263122041,-0.0363559388
2016-06-27,-0.0182622465,-0.0081729423,-0.0141441431,-0.0132216001,-0.0149590801,-0.0172427595,-0.021954108,-0.0195172243,-0.0185336396,-0.0197317712
2016-06-28,0.0176141217,0.0188657325,0.0184248164,0.0132185109,0.01844896,0.0175120272,0.0242916159,0.0246377531,0.027498154,0.0167378616
2016-06-29,0.0168892431,0.0150917498,0.0154210189,0.01321851,0.0114296665,0.0159831122,0.0142294243,0.0157435033,0.0146854501,0.0163037051
2016-06-30,0.0134738627,0.0216536336,0.0155762583,0.01321851,0.0165258609,0.0152384378,0.0157211982,0.0171067994,0.0149799865,0.0137792435
2016-07-01,0.0019467064,-0.0017473493,0.0020349994,0.01321851,-0.002120899,-0.0014371034,-0.0002325699,0.0012295451,0.0064974707,0.0011855662
2016-07-05,-0.0068710288,0.001929421,-0.0046164524,-0.0052105645,-0.0054692831,-0.0057866573,-0.0068319384,-0.007152576,-0.0098445937,-0.007736004
2016-07-06,0.0053386868,-0.0018452071,-0.0043939427,-0.0002216212,0.0007014051,0.000454139,0.0014546849,0.002033107,0.0017549433,0.001164454
2016-07-07,-0.0008719578,0.0019350909,-0.0025412757,-0.0042371685,-0.0028006453,-0.0044295192,-0.0026848149,0.0004337318,0.0009770822,0.0006577913
2016-07-08,0.0151381866,0.0091993008,0.0091856522,0.012835837,0.0102585405,0.0105428845,0.0114041157,0.0138062667,0.0133106951,0.0133261606
2016-07-11,0.0034028194,0.0024473257,0.0011905972,0.0035792319,0.0020606685,0.0016566329,0.0010145828,0.0024639275,0.0018547457,0.0027433913
2016-07-12,0.0069848426,0.0003467202,0.0046925992,0.0084642796,0.0044477014,0.0037107244,0.0056316257,0.0087219644,0.0073509198,0.0067256866
2016-07-13,0.0001347586,0.0028586872,-0.0005946439,-0.0004909821,-0.0007342175,-0.0009989571,-0.0003164522,0.0005064998,-6.62487000227E-05,-0.0004320024
2016-07-14,0.0052454226,0.0004700646,-0.0015241243,2.91708856821E-05,0.0020526256,0.0018400233,0.0007939935,0.0021017063,0.0038607921,0.0029875692
2016-07-15,-0.0009293792,-0.0030195322,-0.0036672745,-0.0016150651,-0.0022480022,-0.001701558,-0.0030267965,-0.00121966,0.0001127739,-0.001067738
2016-07-18,0.0023794621,-0.0011213906,-0.0003026761,0.000060481,0.0006679762,0.0006728116,0.0006624125,0.0009071399,0.0012016557,0.0002839016
2016-07-19,-0.0014362048,0.0022821277,-0.0091122817,-0.0049395775,-0.0050964672,-0.0055225715,-0.0057151429,-0.0054142959,-0.0063622911,-0.005941133
2016-07-20,0.0042612087,5.78053295612E-05,-0.0010328405,0.0031605996,0.0033040075,0.0034186356,0.0031934232,0.0056815501,0.0047906227,0.0062372219
2016-07-21,-0.00361907,-0.0048089419,-0.0048650131,-0.0028214687,-0.0031399447,-0.0014376566,-0.0025280826,0.0005455911,-0.0002242029,0.0006141234
2016-07-22,0.0045436266,0.0069037322,0.0060781455,0.0050892895,0.0037369933,0.0019005425,0.0020606853,0.004328711,-0.0011740942,0.000110575
2016-07-25,-0.0030160188,-0.0015268456,-0.0031119473,0.0006256709,-0.0016719848,-0.0014787428,-0.004008932,-0.0025307182,-0.004261557,-0.0018878495
2016-07-26,0.0003227325,0.0009275451,0.0036209207,0.0032333685,0.0031021824,0.0028857589,0.0020448603,0.0024396572,0.0029761288,0.0015853513
2016-07-27,-0.0011992612,-0.0063835904,-0.0054682046,-0.0071783504,-0.0074341334,-0.0088703744,-0.0082023442,-0.006622918,-0.0048873667,-0.0061568087
2016-07-28,0.0016049207,-0.000284493,-0.0009222236,-0.0029208278,-0.0017674994,-0.0039277095,-0.0045267791,-0.0015613195,0.0002996791,-0.0013269717
2016-07-29,0.0016299801,-0.002841169,-0.0072945245,-0.0048137447,-0.0025679972,-0.0024938285,-0.0018082634,-0.000186367,-0.0006633401,-0.0007054452
2016-08-01,-0.0012705943,0.0039006844,-0.002197193,0.0011658706,-0.0012667403,-0.000059668,-0.0032520965,-0.0027985107,-0.0012464672,-0.001736627
2016-08-02,-0.006381941,-0.0013318229,-0.0050373003,-0.0027595619,0.0002855323,0.0024671145,-0.0009607337,-0.002364086,-0.0018427167,-0.0057178335
2016-08-03,0.0031290428,-0.0005074199,-0.0010562334,0.0009986712,0.0041681789,0.0018931385,0.0033285208,0.004716618,0.0059099626,0.0050949217
2016-08-04,0.0002125493,0.0030862615,0.0033272393,0.0014625136,-0.0012331884,-0.0021133497,-0.0036983304,0.0002100244,0.0038066339,0.0028764149
2016-08-05,0.0085666972,0.0069508888,0.0039350092,0.0054328577,0.0051926998,0.0051975865,0.0061666816,0.0079894718,0.0073451605,0.0081656072
2016-08-08,-0.000907577,0.0001640469,-0.0004392751,-0.0012457864,0.0002146531,-0.001491867,-0.0025057774,-0.001663439,0.00063131,-0.0010021357
2016-08-09,0.0003897177,0.0023284405,-0.001206588,-0.0007810546,-0.0014305729,-0.0016664118,0.0046869442,0.0056416113,0.010208698,0.0047408845
2016-08-10,-0.0028687971,0.004273558,0.000719009,-0.0029842192,-0.0030458998,-0.0046078637,-0.0028069951,-0.0018119924,-0.0026783682,-0.002441478
2016-08-11,0.0047234152,0.0024975725,0.0032691285,0.0034768358,0.0054686917,0.0054020397,0.0055832416,0.0070415195,0.0071354676,0.0068826354
2016-08-12,-0.0007963633,0.0007259883,-0.0029814821,-0.0008566063,-0.0007953811,-0.0012519006,0.0005136542,0.0011841618,0.0028815437,0.0002520699
2016-08-15,0.0027890161,0.0006828941,0.001545215,0.00244762,0.0011298731,-0.0003611706,-0.0010547303,0.0005510747,0.0005827807,0.0028975056
2016-08-16,-0.0054941422,-0.0057201497,-0.0081549734,-0.0087053375,-0.008619545,-0.0092223436,-0.0077050086,-0.0087554362,-0.0074577462,-0.0079187015
2016-08-17,0.0018668463,0.003883604,0.0028046388,0.0020086579,0.0017438103,0.0005349964,0.0007794164,0.0025630128,0.004159743,0.0028168447
2016-08-18,0.0021972018,0.0005276762,0.0012127589,0.002474362,0.0036977418,0.0039877836,0.0056138784,0.007749958,0.0073812623,0.0069340179
2016-08-19,-0.0014413099,-0.0009750277,-0.004770726,-0.0030350583,-0.0030978005,-0.0025728848,-0.0032782946,-0.0028553661,-0.0011509433,-0.0025387378
2016-08-22,-0.0005634816,0.0038218666,1.84215605259E-06,0.0020517968,0.0005578995,0.0001449753,-0.0021139793,-0.0010981038,-0.0028038248,-4.70345839858E-05
2016-08-23,0.0019498668,-0.0008831117,-0.0007946175,-0.0008183066,0.003620849,0.003887495,0.0055032521,0.0069119129,0.0055450071,0.0051534073
2016-08-24,-0.0052540553,0.0001122784,-0.0075266119,-0.0101477755,-0.0079058986,-0.0100917332,-0.0093734637,-0.007765118,-0.0064361859,-0.0078449184
2016-08-25,-0.0013661601,0.0049830712,0.0038233884,0.0038255323,0.0019131061,0.0016192216,0.0006139688,0.0012497883,0.0015025157,0.0015529227
2016-08-26,-0.0015800644,-0.0042526554,-0.006023692,-0.0041674068,-0.0041239578,-0.0048343893,-0.0045162812,-0.0029262099,-0.0045770742,-0.003138761
2016-08-29,0.0052144285,0.0089375898,0.0065982603,0.0070182863,0.0061544394,0.0058658328,0.0057287626,0.0064586941,0.0056710113,0.0058202655
2016-08-30,-0.0019555916,-0.0021394361,-0.005210245,-0.0047509959,-0.0044706166,-0.0052203536,-0.0053425319,-0.00352058,-0.0051701386,-0.004304287
2016-08-31,-0.0023786911,-0.000171354,-0.0036444534,-0.003914657,-0.0040838365,-0.004683353,-0.0043308623,-0.0033685006,-0.0029961579,-0.0038826438
2016-09-01,-4.13855045771E-05,0.0048285406,0.0037582368,0.0049098134,0.0042885691,0.0035588294,0.0026772618,0.0026042517,0.0028164592,0.0015494497
2016-09-02,0.0041922416,0.0060883891,0.0047836564,0.0037545208,0.0040802211,0.0038375352,0.005516883,0.006100351,0.0051484946,0.0037075132
2016-09-06,0.0029772424,0.0013573747,0.0023493692,0.0043597827,0.0035107033,0.0023247302,0.0009493865,0.002595732,0.004354503,0.0025450578
2016-09-07,-0.0001463958,-0.0042962339,-0.0067497846,-0.005714207,-0.0032945834,-0.0026945453,-0.0020260178,-0.0006413758,-0.0022214819,-0.0015063928
2016-09-08,-0.0022254881,-0.0034959484,-0.0018199161,-0.0011625346,-0.000630958,-0.0009061135,-0.0006695651,0.0012603495,0.0010726433,6.12381845713E-05
2016-09-09,-0.0248277423,-0.0232070256,-0.0246564057,-0.0237616524,-0.0234841798,-0.024779018,-0.027831994,-0.0279531442,-0.0252300203,-0.028883718
