,T39.SI,S59.SI,U96.SI,A17U.SI,N21.SI,U14.SI,U11.SI,S63.SI,O39.SI,C61U.SI,CC3.SI,MC0.SI,C09.SI,Y92.SI,BN4.SI,S58.SI,D05.SI,C52.SI,C38U.SI,Z74.SI,C31.SI,F34.SI,J36.SI,G13.SI,C07.SI,S51.SI,BS6.SI,H78.SI,E5H.SI
10,0.05431434673,0.0764928912149,0.150306513323,0.0992743383373,1.06420871777,0.104644606383,0.0639866907135,0.113452207859,0.0675282209554,0.0748039669302,0.0770032798468,0.116304951926,0.111294839106,0.131260258423,0.11222416867,0.105638888338,0.0787278153819,0.156103185907,0.0851886795546,0.0911587200186,0.115386204094,0.0992414310199,0.150543675338,0.125077951876,0.155797315615,0.189838497605,0.179271731594,0.0984004081398,0.350020325081
11,0.0543143455592,0.0764928947054,0.173677156304,0.0900359824224,1.06420870635,0.080649933967,0.0830911396055,0.0910802620703,0.051453991278,0.0798533070903,0.0770032800864,0.125560745216,0.0978250451679,2.58350263153,0.170733991486,0.0706689560141,0.0787278149879,0.156019166442,0.0745676755487,0.0765900264306,0.0826852701474,0.0960822987143,0.150543675739,0.224613346241,0.189357670389,0.307862395833,0.22905890393,0.127150840302,0.183415516434
12,0.0543143408378,0.07649289926,0.244546327973,0.110499914596,0.549256229634,0.104644604631,0.0830911394931,0.105081458402,0.0675282208829,0.0941048757557,0.0742656079299,0.15807999173,0.12943927468,0.126293868054,0.170733990103,0.105638886636,0.0787278155631,0.107780901887,0.0853943187291,0.091158720412,0.11538620155,0.119812759118,0.0739317219356,0.224613346011,0.169473236159,0.307862393461,0.229058902404,0.129997351086,0.1749286737
13,0.0543143453623,0.0764660606673,0.244546326857,0.10533472782,0.55207886592,0.104644604768,0.0830911383988,0.113452207164,0.0554034216082,0.0921990902978,0.0770032808394,0.121175793784,0.0994007468869,0.130677022445,0.140904003107,0.105638894718,0.0637145114298,0.15610318611,0.0853943203737,0.0911587206211,0.0779729682942,0.0921605296624,0.150543673022,0.2246133588,0.244150882305,0.307862391196,0.229058904098,0.146869054358,0.18526738511
14,0.0462498812925,0.076492894446,0.244546326404,0.110499914417,0.55041628316,0.104644602529,0.0830911410695,0.092370396915,0.0675282219372,0.0962112921066,0.0770032803415,0.158079992774,0.107488354122,2.58350262842,0.170733992298,0.10563888687,0.0787278188689,0.145380044627,0.0784954008009,0.0911587211777,0.093933482617,0.119812760093,0.150543675642,0.156106013361,0.244150879455,0.155466304522,0.184753816505,0.14686905419,0.350020325644
15,0.0543143464882,0.0764928954254,0.171235626732,0.110499913478,0.56023960457,0.104644604568,0.0830911408764,0.103988593533,0.0675282218105,0.0935614155842,0.0770145952182,0.124946240179,0.129439274081,0.135864773611,0.120329766796,0.10469219955,0.0787278154463,0.156103186643,0.0866792248733,0.0721527870041,0.0943448822829,0.119812760383,0.136810771526,0.214651291734,0.15591063777,0.196418739876,0.229058905918,0.146869053769,0.260918883739
16,0.0515894553676,0.0764928945294,0.15784216988,0.0989218144227,0.552548315904,0.104644605431,0.0601843651782,0.0902294366086,0.0485545671577,0.0902070289469,0.0765040082033,0.135293363015,0.129439277403,0.138086230555,0.123492250331,0.10563888624,0.0588987229997,0.156103186241,0.0853943134648,0.0719672543588,0.0941537403955,0.119812759345,0.136356023432,0.125066086464,0.244150882392,0.30786239447,0.229058903029,0.146869054471,0.21867916682
17,0.0543143458663,0.0764928952133,0.161139074447,0.102361166801,1.06420869925,0.104644604454,0.083091141232,0.110918189853,0.0499819655878,0.096211292363,0.0770032798468,0.0966833442686,0.0891466177617,0.128047450463,0.170733992251,0.105638887364,0.0598185785505,0.155308430277,0.0853943183109,0.0715480336431,0.0845228218452,0.119812760972,0.150543674835,0.224613346695,0.162889548043,0.174389707718,0.183653327604,0.146869057664,0.171696657631
18,0.0543143455592,0.0764928940939,0.244179267171,0.110499914327,1.06420871345,0.104644603881,0.0830911430042,0.0921963354283,0.0493717843432,0.096211294087,0.0770032793991,0.116862302897,0.0819912773351,0.130724271217,0.116548483703,0.105638887227,0.0603573278946,0.156103186824,0.0708167016163,0.0724502904555,0.115386203147,0.0805225908505,0.149551985654,0.173456842211,0.244150876688,0.189977157965,0.229058907996,0.146869054381,0.17737962587
19,0.0543143448048,0.0764928943018,0.15860145157,0.110499915109,0.55019043344,0.0844766399809,0.0830911410733,0.105857898392,0.0675282222585,0.0962112938776,0.0754044237366,0.15807999165,0.126120813421,2.58350263214,0.170733990879,0.105638887193,0.0787113030915,0.156103186643,0.0830305667586,0.0811764463641,0.115386201427,0.0941022771347,0.14751151799,0.224599630706,0.174302724747,0.169510452342,0.158005435595,0.146869051394,0.171760765179
