T39.SI,S59.SI,U96.SI,A17U.SI,N21.SI,U14.SI,U11.SI,S63.SI,O39.SI,C61U.SI,CC3.SI,MC0.SI,C09.SI,Y92.SI,BN4.SI,S58.SI,D05.SI,C52.SI,C38U.SI,Z74.SI,C31.SI,F34.SI,J36.SI,G13.SI,C07.SI,S51.SI,BS6.SI,H78.SI,E5H.SI,
0.0543143449914,0.0764928941008,0.244546326818,0.110499914012,0.548528044641,0.104644604587,0.0830911408188,0.113452207954,0.0675282224984,0.0547987908288,0.0770032798923,0.0778225629629,0.129439275196,2.58350261461,0.0895417274373,0.105638886742,0.0787278153779,0.0708284131498,0.0853943181806,0.044364207115,0.0550496187756,0.119812759718,0.150543674921,0.109872885144,0.113230471438,0.307862392655,0.229058904066,0.0724189212927,0.350020325126,
0.0543143453007,0.0764928943953,0.124830080675,0.0557586476056,1.06420870374,0.104644604557,0.0830911405694,0.113452206511,0.0675282216653,0.0962112922134,0.0770032803012,0.0779433200244,0.06758990068,0.142916809929,0.17073399225,0.105638886919,0.041941650269,0.156103186889,0.0408702959033,0.0911587202582,0.11538620259,0.119812760339,0.150543674898,0.110342843225,0.116494278945,0.141584514594,0.122861273009,0.146869054817,0.171161542554,
0.0543143439147,0.0764928946985,0.124874634297,0.110499916052,0.547513944126,0.0535575079938,0.0830911412585,0.0595499883373,0.0675282215813,0.0962112927136,0.0770032797654,0.0776455942226,0.0652027891156,0.126465182156,0.0947125008927,0.105638887135,0.0787278160737,0.0722933972239,0.0853943176855,0.0430519809241,0.0570527493849,0.119812759849,0.150543675328,0.110074361467,0.11403415811,0.142545110513,0.229058904344,0.0716087378922,0.168112559967,
0.0303515366903,0.0764928942853,0.24454632642,0.110499913935,1.0642087055,0.0521362587799,0.083091141221,0.113452207601,0.0338328137114,0.0459993620179,0.0770032804829,0.15807999221,0.0642333109551,2.58350263305,0.170733991111,0.045360147008,0.0787278152542,0.15610318643,0.0853943177732,0.0911587219563,0.115386202239,0.0577826521505,0.150543675306,0.224613343812,0.112942610337,0.144461829109,0.122369001484,0.0713838004963,0.16987966777,
0.0308432479099,0.0764928947979,0.124674739367,0.110499914109,0.547672512733,0.0522986024346,0.0425709942575,0.11345147766,0.0339244182076,0.0463439324348,0.0770032799363,0.077560408409,0.0642067637229,2.5835026291,0.0894097871367,0.0454330713361,0.0397948803093,0.0726868931876,0.0408662017847,0.0911587222075,0.0552398817098,0.0564671053276,0.15054367525,0.224613345025,0.244150882207,0.141653041475,0.123260965178,0.146869053284,0.168338592788,
0.0543143453991,0.0764928939795,0.124799938109,0.110499914436,1.06420870632,0.104644605124,0.0427477911122,0.0597243868962,0.0339135603713,0.045340134245,0.0770032800033,0.158079993196,0.129439275124,2.58350262892,0.170733990731,0.105638886666,0.0787278148776,0.0711387477102,0.0853943182854,0.0430276985682,0.0551488965096,0.0564323298834,0.0700682998945,0.22461334765,0.115085248352,0.307862392507,0.122334733583,0.0715395948175,0.35002032458,
0.0543143457807,0.0764928945539,0.124850085285,0.110499914373,0.548076524041,0.0536988590107,0.0427175101352,0.113452208503,0.0340034923319,0.0453045684842,0.0770032796767,0.0777641999905,0.0645335672704,2.58350262413,0.0896571543443,0.105638888373,0.0411778302547,0.0747798006715,0.0853943179007,0.0432753252834,0.0549832108629,0.0564352083921,0.150543675117,0.22461334711,0.11330738455,0.141395361674,0.229058903737,0.0715946102865,0.350020324713,
0.0542761963512,0.076492894819,0.12523455201,0.11049991346,0.559003472373,0.104644604902,0.0830911399838,0.101839652845,0.067528220638,0.0467925778358,0.0769938701731,0.158079993189,0.0794288548041,0.190654859051,0.103801256195,0.0495858264526,0.0787278149526,0.156103186501,0.0853266853826,0.0444657136672,0.115386201955,0.0574199943074,0.073191944951,0.111184707931,0.114360832636,0.307862394807,0.123522128212,0.146869052928,0.168625203101,
0.0543143464397,0.0764928937863,0.124745870322,0.110499914446,0.54812258957,0.0527218468377,0.0435121539331,0.113452207413,0.0338448029859,0.0962112913422,0.0770032792105,0.0775337359129,0.129439273913,0.131607507679,0.170733992169,0.105638887032,0.0396854573528,0.0740269807303,0.0853943177848,0.0431650619218,0.0552595044632,0.0570693682632,0.0705594882318,0.110510886427,0.244150877046,0.141723414881,0.123001333443,0.146869053727,0.169900406037,
0.0543143454545,0.0764928951137,0.24454632474,0.0544315609084,0.547882209065,0.104644605449,0.0424386073081,0.0596859379749,0.0675282220476,0.0962112923772,0.0770032799967,0.0774979613315,0.129439274424,0.1290325294,0.170733990834,0.105638886762,0.0409924269319,0.0710264776275,0.0853943179607,0.0429864733243,0.11538620247,0.0565019620563,0.15054367428,0.109947840413,0.114135566444,0.307862391741,0.122384941465,0.071933859712,0.168088958767,
